date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:36:01	33149/33149	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/js/jquery.slide.js?ver=20170529	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/js/jquery.slide1702.js	(from https://www.dukunsakti.co/)
07:36:01	7337/7337	---M-Z	200	added ('OK')	application/json	etag:%2211996-1706920560;gz%22	https://www.dukunsakti.co/wp-json/wp/v2/pages/248	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-json/wp/v2/pages/248.json	(from https://www.dukunsakti.co/)
07:36:01	186217/186217	---MCZ	200	added ('OK')	application/json	etag:%2211997-1706920560;gz%22	https://www.dukunsakti.co/wp-json/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-json/index.html	(from https://www.dukunsakti.co/)
07:36:02	816/816	---M-Z	200	added ('OK')	text/xml	date:Sat,%2003%20Feb%202024%2000:36:00%20GMT	https://www.dukunsakti.co/xmlrpc.php?rsd	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/xmlrpc0db0.php	(from https://www.dukunsakti.co/)
07:36:04	2117/2117	---M-Z	200	added ('OK')	application/json	etag:%2211998-1706920561;gz%22	https://www.dukunsakti.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dukunsakti.co%2F	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-json/oembed/1.0/embedd2a5.json	(from https://www.dukunsakti.co/)
07:36:04	2276/2276	---M-Z	200	added ('OK')	text/xml	etag:%2211999-1706920563;gz%22	https://www.dukunsakti.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dukunsakti.co%2F&format=xml	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-json/oembed/1.0/embedb1f7	(from https://www.dukunsakti.co/)
07:36:04	2234/2234	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/08/cropped-dukun-sakti-fav-32x32.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/08/cropped-dukun-sakti-fav-32x32.png	(from https://www.dukunsakti.co/)
07:36:04	24822/24822	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/08/cropped-dukun-sakti-fav-192x192.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/08/cropped-dukun-sakti-fav-192x192.png	(from https://www.dukunsakti.co/)
07:36:05	22749/22749	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/08/cropped-dukun-sakti-fav-180x180.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/08/cropped-dukun-sakti-fav-180x180.png	(from https://www.dukunsakti.co/)
07:36:05	11268/11268	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/07/Background-2000x450-06.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/07/Background-2000x450-06.jpg	(from https://www.dukunsakti.co/)
07:36:05	17710/17710	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/08/dukun-sakti-dark.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/08/dukun-sakti-dark.png	(from https://www.dukunsakti.co/)
07:36:06	96430/96430	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-2.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-2.jpg	(from https://www.dukunsakti.co/)
07:36:06	115082/115082	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-3.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-3.jpg	(from https://www.dukunsakti.co/)
07:36:06	81872/81872	---MCZ	200	added ('OK')	text/html	etag:%2210772-1706827979;gz%22	https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/index.html	(from https://www.dukunsakti.co/)
07:36:07	81630/81630	---MCZ	200	added ('OK')	text/html	etag:%2211878-1706909470;gz%22	https://www.dukunsakti.co/jasa-pelet-aji-dewi-asih/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-aji-dewi-asih/index.html	(from https://www.dukunsakti.co/)
07:36:07	81802/81802	---MCZ	200	added ('OK')	text/html	etag:%2211921-1706913600;gz%22	https://www.dukunsakti.co/jasa-pelet-aji-puter-giling/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-aji-puter-giling/index.html	(from https://www.dukunsakti.co/)
07:36:07	135561/135561	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-1.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-1.jpg	(from https://www.dukunsakti.co/)
07:36:07	82093/82093	---MCZ	200	added ('OK')	text/html	etag:%2210983-1706842959;gz%22	https://www.dukunsakti.co/jasa-pelet-pangkanan/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-pangkanan/index.html	(from https://www.dukunsakti.co/)
07:36:07	111757/111757	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-4.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/02/dukun-sakti-4.jpg	(from https://www.dukunsakti.co/)
07:36:07	81867/81867	---MCZ	200	added ('OK')	text/html	etag:%2211477-1706865275;gz%22	https://www.dukunsakti.co/jasa-pelet-aji-tresno-sejati/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-aji-tresno-sejati/index.html	(from https://www.dukunsakti.co/)
07:36:07	39931/39931	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2022/08/agus-wardana-santet-1-600x400.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2022/08/agus-wardana-santet-1-600x400.jpg	(from https://www.dukunsakti.co/)
07:36:08	47435/47435	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2021/09/pelet-ki-agus-wardana-1-600x400.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2021/09/pelet-ki-agus-wardana-1-600x400.jpg	(from https://www.dukunsakti.co/)
07:36:08	45232/45232	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2023/08/dukun-sakti.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2023/08/dukun-sakti.jpg	(from https://www.dukunsakti.co/)
07:36:08	81713/81713	---MCZ	200	added ('OK')	text/html	etag:%2211530-1706870805;gz%22	https://www.dukunsakti.co/jasa-pelet-sejati-hati/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-sejati-hati/index.html	(from https://www.dukunsakti.co/)
07:36:08	82008/82008	---MCZ	200	added ('OK')	text/html	etag:%2211624-1706879565;gz%22	https://www.dukunsakti.co/santet-damai-perkara/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-damai-perkara/index.html	(from https://www.dukunsakti.co/)
07:36:08	483/483	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Dec%202023%2007:46:13%20GMT	https://www.dukunsakti.co/wp-content/plugins/wp-content-copy-protector/images/warning.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/plugins/wp-content-copy-protector/images/warning.png	(from https://www.dukunsakti.co/)
07:36:08	68995/68995	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2023:26:30%20GMT	https://www.dukunsakti.co/wp-content/plugins/chaty-pro/js/cht-front-script.min.js?ver=3.0.81691536015	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/plugins/chaty-pro/js/cht-front-script.minc380.js	(from https://www.dukunsakti.co/)
07:36:09	85296/85296	---M-Z	200	added ('OK')	text/html	etag:%2211052-1706846204;gz%22	https://www.dukunsakti.co/santet-gagak-hitam/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-gagak-hitam/index.html	(from https://www.dukunsakti.co/)
07:36:09	1080/1080	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/js/accordion.js?ver=20170529	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/js/accordion1702.js	(from https://www.dukunsakti.co/)
07:36:09	82056/82056	---MCZ	200	added ('OK')	text/html	etag:%2210912-1706838048;gz%22	https://www.dukunsakti.co/santet-jago-merah/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-jago-merah/index.html	(from https://www.dukunsakti.co/)
07:36:09	85179/85179	---MCZ	200	added ('OK')	text/html	etag:%2211106-1706850044;gz%22	https://www.dukunsakti.co/santet-jin-seribu/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-jin-seribu/index.html	(from https://www.dukunsakti.co/)
07:36:09	589/589	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/js/footer-script.js?ver=20170529	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/js/footer-script1702.js	(from https://www.dukunsakti.co/)
07:36:10	82024/82024	---MCZ	200	added ('OK')	text/html	etag:%2211922-1706913626;gz%22	https://www.dukunsakti.co/santet-kunci-birahi/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-kunci-birahi/index.html	(from https://www.dukunsakti.co/)
07:36:10	81932/81932	---MCZ	200	added ('OK')	text/html	etag:%2211778-1706897024;gz%22	https://www.dukunsakti.co/santet-pengunci-jodoh/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-pengunci-jodoh/index.html	(from https://www.dukunsakti.co/)
07:36:10	81923/81923	---MCZ	200	added ('OK')	text/html	etag:%2211625-1706879575;gz%22	https://www.dukunsakti.co/santet-petaka-bumi/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-petaka-bumi/index.html	(from https://www.dukunsakti.co/)
07:36:10	44348/44348	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/owl/js/owl.carousel.min.js?ver=20170529	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/owl/js/owl.carousel.min1702.js	(from https://www.dukunsakti.co/)
07:36:11	82002/82002	---MCZ	200	added ('OK')	text/html	etag:%2211343-1706855645;gz%22	https://www.dukunsakti.co/santet-tali-kafan/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-tali-kafan/index.html	(from https://www.dukunsakti.co/)
07:36:11	82035/82035	---MCZ	200	added ('OK')	text/html	etag:%2211531-1706870824;gz%22	https://www.dukunsakti.co/santet-tusuk-sate/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/santet-tusuk-sate/index.html	(from https://www.dukunsakti.co/)
07:36:11	55406/55406	---MCZ	200	added ('OK')	text/html	etag:%2212002-1706920570;gz%22	https://www.dukunsakti.co/kontak/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/kontak/index.html	(from https://www.dukunsakti.co/)
07:36:11	49342/49342	---MCZ	200	added ('OK')	text/html	etag:%2210788-1706828853;gz%22	https://www.dukunsakti.co/model/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/model/index.html	(from https://www.dukunsakti.co/)
07:36:11	105898/105898	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:30%20GMT	https://www.dukunsakti.co/wp-content/plugins/chaty-pro/images/whatsapp.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/plugins/chaty-pro/images/whatsapp.png	(from https://www.dukunsakti.co/wp-content/plugins/chaty-pro/css/chaty-front.min.css?ver=3.0.81691536015)
07:36:12	931/931	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:30%20GMT	https://www.dukunsakti.co/wp-content/plugins/chaty-pro/images/header-top.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/plugins/chaty-pro/images/header-top.png	(from https://www.dukunsakti.co/wp-content/plugins/chaty-pro/css/chaty-front.min.css?ver=3.0.81691536015)
07:36:12	627/627	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:30%20GMT	https://www.dukunsakti.co/wp-content/plugins/chaty-pro/images/header-bottom.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/plugins/chaty-pro/images/header-bottom.png	(from https://www.dukunsakti.co/wp-content/plugins/chaty-pro/css/chaty-front.min.css?ver=3.0.81691536015)
07:36:13	285/285	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/images/post_prev.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/images/post_prev.png	(from https://www.dukunsakti.co/wp-content/themes/showroom/style.css?ver=6.4.3)
07:36:13	300/300	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/images/post_next.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/images/post_next.png	(from https://www.dukunsakti.co/wp-content/themes/showroom/style.css?ver=6.4.3)
07:36:13	63557/63557	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Feb%202024%2000:36:12%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/owl/css/owl.video.play.png	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/owl/css/owl.video.play.png	(from https://www.dukunsakti.co/wp-content/themes/showroom/owl/css/owl.carousel.min.css?ver=5.2)
07:36:14	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont3295.eot	(from https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/css/font-awesome.min.css?ver=5.2)
07:36:14	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/css/font-awesome.min.css?ver=5.2)
07:36:14	66624/66624	---M--	200	added ('OK')	font/woff2	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont3295.woff2	(from https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/css/font-awesome.min.css?ver=5.2)
07:36:14	83588/83588	---M--	200	added ('OK')	font/woff	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont3295.woff	(from https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/css/font-awesome.min.css?ver=5.2)
07:36:15	142072/142072	---M--	200	added ('OK')	font/ttf	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont3295.ttf	(from https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/css/font-awesome.min.css?ver=5.2)
07:36:15	366270/366270	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/themes/showroom/font-awesome/fonts/fontawesome-webfont3295.svg	(from https://www.dukunsakti.co/wp-content/themes/showroom/font-awesome/css/font-awesome.min.css?ver=5.2)
07:36:15	140152/140152	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2021/09/pelet-ki-agus-wardana-1.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2021/09/pelet-ki-agus-wardana-1.jpg	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Feb%202024%2000:36:14%20GMT	https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun?page&name=jasa-pelet-aji-asmoro-bangun	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-aji-asmoro-banguncdac	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:18	4677/4677	---M-Z	200	added ('OK')	application/json	etag:%2212003-1706920575;gz%22	https://www.dukunsakti.co/wp-json/wp/v2/posts/3786	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-json/wp/v2/posts/3786.json	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:18	85154/85154	---MCZ	200	added ('OK')	text/html	etag:%2212004-1706920575;gz%22	https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/?page	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/index7186.html	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:18	2400/2400	---M-Z	200	added ('OK')	application/json	etag:%2212005-1706920577;gz%22	https://www.dukunsakti.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dukunsakti.co%2Fjasa-pelet-aji-asmoro-bangun%2F	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-json/oembed/1.0/embed2ab9.json	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Feb%202024%2000:36:17%20GMT	https://www.dukunsakti.co/?p=3786	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/indexe08a.html	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:19	2595/2595	---M-Z	200	added ('OK')	text/xml	etag:%2212006-1706920577;gz%22	https://www.dukunsakti.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dukunsakti.co%2Fjasa-pelet-aji-asmoro-bangun%2F&format=xml	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-json/oembed/1.0/embed58b3	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:19	8983/8983	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2021/09/pelet-ki-agus-wardana-1-200x150.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2021/09/pelet-ki-agus-wardana-1-200x150.jpg	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:19	84854/84854	---M-Z	200	added ('OK')	text/html	etag:%2211733-1706891677;gz%22	https://www.dukunsakti.co/category/ajian-pelet/	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/category/ajian-pelet/index.html	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:20	8699/8699	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Aug%202023%2023:26:33%20GMT	https://www.dukunsakti.co/wp-content/uploads/2022/08/agus-wardana-santet-1-200x150.jpg	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/wp-content/uploads/2022/08/agus-wardana-santet-1-200x150.jpg	(from https://www.dukunsakti.co/jasa-pelet-aji-asmoro-bangun/)
07:36:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Feb%202024%2000:36:19%20GMT	https://www.dukunsakti.co/jasa-pelet-aji-dewi-asih?page&name=jasa-pelet-aji-dewi-asih	C:/My%20Web%20Sites/dukun%20halal/www.dukunsakti.co/jasa-pelet-aji-dewi-asihe5b0	(from https://www.dukunsakti.co/jasa-pelet-aji-dewi-asih/)
